Person,Source,Link,text
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What harsh truths do you prefer to ignore?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is free will real or just an illusion?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Is there a meaning to life? If so, what is it?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Where is the line between art and not art?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What should be the goal of humanity?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Does fate exist? If so, do we have free will?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What does it mean to live a good life?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why do we dream?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Where does your self-worth come from?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How will humans as a species go extinct?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it possible to live a normal life and not ever tell a lie?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does a person’s name influence the person they become?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is the meaning of life the same for animals and humans?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If someone you loved was killed in front of you, but someone created a copy of them that was perfect right down to the atomic level, would they be the same person and would you love them just as much?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you could become immortal on the condition you would NEVER be able to die or kill yourself, would you choose immortality?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What actions in your life will have the longest reaching consequences? How long will those effects be felt?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How long will you be remembered after you die?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If a child somehow survived and grew up in the wilderness without any human contact, how “human” would they be without the influence of society and culture?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How would humanity change if all humans’ life expectancy was significantly increased (let’s say to around 500 years)?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Where do you find meaning in your life?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What do you think would be humanity’s reaction to the discovery of extraterrestrial life?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Will religion ever become obsolete?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you could teach everyone in the world one concept, what concept would have the biggest positive impact on humanity?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is suffering a necessary part of the human condition? What would people who never suffered be like?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Does hardship make a person stronger? If so, under what conditions and at what point is it too much hardship? If not, what makes a person stronger?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Would things get better or worse if humans focused on what was going well rather than what’s going wrong?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What benefits does art provide society? Does art hurt society in any way?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"How likely do you think it will be that humans will last another 1,000 years without killing ourselves off?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What do you attribute the biggest successes in your life to? How about your largest failures?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If freedom is simply being able to do what you want, are animals freer than humans?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Would you want to know you are going to die before hand or die suddenly without warning?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is humanity headed in the right or wrong direction?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does the study of philosophy ever lead to answers or simply more questions?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is the best way for a person to attain happiness?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you had to guess, what do you think would be the most likely way you’ll die?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it better for a person to have a broad knowledge base or a deep knowledge base?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What is the best way to train people to see the gradients in the world around them instead of just a simplistic “this is good, that is wrong” view of the world?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is intelligence or wisdom more useful?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Which of your beliefs are justified and which ones aren’t?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What do you contribute back to society?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What are you going to do with the one life you have?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Is it more important to help yourself, help your family, help your society, or help the world?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What life-altering things should every human ideally get to experience at least once in their lives?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is the most important goal every person should have?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it better to be a big fish in a small pond or a small fish in a big pond?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What are you capable of achieving?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,By what standards do you judge yourself?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Can human nature be changed? Should it be changed?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How replaceable are you?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why don’t we as a species take more advantage of the fact that we have almost infinite knowledge available to us?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What two questions would you ask to get the most information about who a person truly is?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Which is a more valid point of view or are they both equally valid?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does absolute power corrupt absolutely?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why do we judge ourselves by our intentions but judge others by their actions?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What activities cause you to feel like you are living life to the fullest?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does knowledge have intrinsic value or does it need to have a practical use to have value?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What would you genetically change about humans to make them a better species?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How important is play in living a healthy and fulfilling life?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Where do you think is the most worthwhile place to find meaning in life? Work, family, hobby, religion, philosophy, helping others, all the small miracles, or something else entirely?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is the biggest waste of human potential?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is a life that focuses on avoiding pain and seeking out pleasure a good and worthwhile life? Why or why not?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does jealously have value in driving humans to improve themselves or is it a purely negative emotion?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What percentage of your life do you feel truly alive? When do you feel that way? How can you feel that way more often?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What do you think your future self will remember about you now?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"With that in mind, what are the most important things to learn about one’s self or is all self-knowledge equal?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What do you think existed before the universe was created?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is math something that humans created or something we discovered? Is looking at reality mathematically an accurate representation of how things work?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it possible for a human to fathom the true depths of reality and existence?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If the universe is finite, what would beyond the edge of the universe be like?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What is the best path to find truth; science, math, art, philosophy, or something else?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Is this something temporary and our minds will adapt and begin to understand this new reality or is it possible that the human mind will soon reach its limits of comprehension? If it’s only temporary, is there is a limit to what the human mind can comprehend? If we are reaching our limits, how do we continue to study our reality?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is there inherent order in nature or is it all chaos and chance?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What in life is truly objective and not subjective?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Which do you think is more likely?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is happiness just chemicals flowing through your brain or something more?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why are humans so susceptible to magical thinking?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If every neuron in a human was accurately simulated in a computer, would it result in human consciousness?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it possible that some animals are self-aware and think about their ability to think?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How do you define consciousness?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it possible to prove that other people besides yourself have consciousness?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How conscious do you think animals are?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Assuming evolution is correct, do you think that if humans went extinct another species as intelligent as humans would evolve? If life exists long enough on a planet, is intelligence and consciousness inevitable?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Would it be more frightening to discover that humans are the most advanced species in the universe or that we are far from being the most advanced species in the universe?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How would you define genius?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"So, which of your beliefs are most likely to be wrong and which are most liable to be true?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How much does language affect our thinking?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why are humans so confident in beliefs that can’t be proven?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If all your memories were erased, what kind of person would you be?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why do humans have such a strong urge to distract ourselves from the real world?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is the benefit of consciousness from an evolutionary stand point?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Is the concept of “you” continuous or does past “you” continually fade into present and future “you”? In other words, what part of “you” sticks around over time considering that the atoms that make up your body are constantly being replaced and your memories are always changing?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Is it possible that someone’s genes might affect their political leanings? If no, why not? If so, what would be the ramifications?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Can rational thought exist without language?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Would selectively breeding an animal such as a dog based on intelligence, increase its intelligence over time? If so, how intelligent could dogs become? If not, how does intelligence emerge in a species?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Are there limits to human creativity?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why do we resist doing things that we know are good for our well-being while craving things that are detrimental to our well-being?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it be possible for humans to create something completely novel and new that is based on nothing that previously existed? Or is human creativity just rearranging and building on previous ideas?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If there existed a perfect clone of you, would it also be you? Would it act in exactly the same manner as you (like a mirror) or would it act differently? If it acted differently then would it still be you? At what point would it not be you?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Would you be able to tell if time had been altered in some way?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What would it be like if humans could perceive what the world is actually like and do it in real time? Also, what are the ramifications of every single person’s reality being a little different and unique to them?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If language influences how we perceive color, what other things could languages be changing our perception of?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is a sense of humor a byproduct of consciousness or something else entirely?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Are intelligence and happiness tied together in any way? If you are highly intelligent, is it more likely that you’ll be more, or less happy?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"With that in mind, how do you know which of your memories are genuine and which have been altered or made up?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"With that in mind, what is real and what is just our perception of reality? Or does every organism live in its own personal reality?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"When, if ever, is taking a human life justified?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Can animals have morals?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Without religion would people become more, less, or be equally morally corrupt?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If humanity was put on trial by an advanced race of aliens, how would you defend humanity and argue for its continued existence?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What rights does every human have? Do those rights change based on age?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Do animals have rights and do those rights extend to all animals or do the rights change based on the complexity of the animal?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is justice a human construct or is it independent of humans?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why do people expect a universe full of randomness to be fair?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"With no laws or rules to influence your behavior, how do you think you would behave?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What’s the difference between justice and revenge?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If it was discovered that personality traits were partly genetic and could be removed with gene therapy, would it be ethical to edit out negative character traits that harm others like extreme aggression, compulsive lying, or cruelty?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you could press a button and receive a million dollars, but one stranger would die, would you press the button? And if so, how many times?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What would be the most ethical way to give away five million dollars?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Are people ethically obligated to improve themselves?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is privacy a right?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"At what point is overthrowing a government ethical, considering all the violence a revolution usually entails?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Can morality ever be objective or is it always subjective? If it can be objective, in what instances? If it’s always subjective, how do we decide whose concept of morality is correct?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Are intentions or outcomes more important when judging whether actions are moral?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Should there be limitations on the right to free speech?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If it was discovered that most animals were conscious of their existence and eventual death, what would be the ramifications of that discovery?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Should euthanasia be legal? Why or why not?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If scientists could accurately predict who was more likely to commit crimes, what should society do with that information?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Do business owners have the right to refuse service to customers?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If babies are considered innocent, when do people cease to be innocent?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why do humans often associate beauty with morality?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you can save another’s life and don’t because doing so would break the law, are you ethically justified in your decision?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Are all individuals morally obligated to save another person’s life if they are able? What if that person lives in another country?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it just and right to deny entry to a country when doing so probably means death for the immigrant and their family?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Should we terraform planets if it means that we may be destroying undiscovered microscopic alien life?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does anonymity encourage people to misbehave or does it reveal how people would choose to act all the time if they could?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What is the most fertile soil for hatred? Fear, ignorance, jealousy, or something else entirely? Is it possible that some people are genetically predisposed to hatred?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If doing something good for others makes us feel good, can there ever be such a thing as pure altruism?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is your definition of evil?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Do all people have equal value regardless of their actions or is a person’s value based on their actions?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why are humans so fascinated by mass murderers if their actions are universally considered evil and vile?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How does this human trait of morality dependent on distance shape our world?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If I steal a loaf of bread from you and eat it, when does the bread itself cease to be yours and becomes mine?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How much effort should an individual put into not offending others?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you could start a country from scratch, what would it be like?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Would a government run with algorithms, A.I., and statistics be better or worse than the government we have now?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Would the world be a better or worse place if everyone looked the same?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What causes the most harm in the world, but is completely avoidable?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How far should governments go to prevent its citizens from causing harm to themselves?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Do people in wealthier countries have a moral obligation to help those in poorer countries?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What should the role of a government be, what boundaries and limitations should it have?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is poverty in society inevitable?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How should we measure the productivity of a society?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What would a utopia be like, how would it function and continue to exist?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Do you think there will ever be a global government? If a world government did come to power, assuming it wasn’t particularly cruel or evil, would it be a good or bad thing?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is the biggest threat to the social contract in our country?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Is it more or less difficult to be successful in the modern world than it was in the past (10, 50, 100, or 1,000 years ago)?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,without money or a barter system)?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What would happen if a maximum income of was implemented?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What will the economy of wealthy countries look like in 50 to 100 years?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What do you think the long-term effects of so many people being glued to their screens will be?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If all humans want the same basic things, why is there so much violence and strife between people?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is the human tendency to create groups an overall positive or a negative trait in terms of general human flourishing?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"What would happen to a society in which no one had to work, and everyone was provided enough food/water/shelter/healthcare for free?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is the cultural trend of individualism and the rejection of collectivism a beneficial or detrimental trend?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Considering that the technology exists to enable a real democracy, would a true democracy (every single person can vote on every single legislation) be advantageous or detrimental?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If everyone said what they were actually thinking, what would happen to society?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What are the benefits and drawbacks of diversity in society?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Under our government are there any rights that you have but shouldn’t? How about rights you don’t have but should?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What is the most important right our government allows for?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Has social media been a net positive or a net negative for our society? Why?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How would society change if men were able to get pregnant and men and women both had an equal chance of getting pregnant?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why have many societies begun to place such a high value on emotions and being emotional?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is it right or wrong that everyone seems to be accustomed to the fact that all of humanity and most of the life on Earth could be wiped out at the whim of a handful of people?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"In an ideal government, what should a good citizen provide to their government and what should that government provide that good citizen?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Should tax payers have the option to explicitly say what they don’t want their tax dollars spent on?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Can a society exist without laws?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Will humanity ever be able to escape tribalism and the creation of in and out groups? Should it?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How much privacy are you willing to sacrifice for safety?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,How would the world change if there was an accurate measure of aptitude?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is hierarchy necessary for all successful human communities?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is some degree of censorship necessary?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What are the biggest moral dilemmas your country is facing now?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Was the agricultural revolution and the explosion of civilizations that came from it an overall good thing for humans or a negative? In other words, would it have been better or worse for people to stay in small tribes?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What will be/are some of the by-products to society of everyone having the ability to take pictures or a video at any time?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does marriage as an institution need to be updated or is it fine how it is?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If you were given the ability to reform how your country’s leaders were chosen and how they serve, what would you change?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,At what point is a technologically enhanced human not a human anymore?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Does the modern age make global conspiracies more or less feasible?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is technological advancement a net positive or a net negative?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is technological progress inevitable as long as humans exist or can it be stopped?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is true artificial intelligence possible with our current technology and methods of programming?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,What scientific breakthrough would have the biggest effect on humanity?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Why did technology progress more slowly in the past than it does now?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Will we keep leaping to even greater technological and scientific breakthroughs that radically change society, or will the rate of progress slow and humanity’s progress be limited to incremental improvements?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If a robust and cheap genetic engineering industry existed, would you have your genes edited? If so, what genetic changes would you choose to make? If not, why not?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Given a scale from completely human to completely machine, how far would you choose to augment yourself with robotics? What parts would you augment and why?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If the transporters in Star Trek existed and you used it, your particles would be disassembled and then reassembled, do you die every single time? Are you ever alive at two places at once? Are you ever completely dead?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Should full access to the internet be a fundamental human right?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Has the invention of the atomic bomb made the world a more peaceful place?
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"Do you think the singularity will occur? If so, what time frame do you think it will happen in?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,"If we could control emotions through technology, should we?"
C.B. Daniels,Conversation Starters World,https://conversationstartersworld.com/philosophical-questions/,Is there a limit to what humans can create through technology and science?